,Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz,F4,F8,FC6,FC2,Cz,C4,T8,CP6,CP2,P4,P8,PO4,O2,Valence,Arousal,Dominance,Liking
0,-0.028258582130643226,-0.015335420114491188,-0.003301984826557727,-0.05650336068070411,-0.02848839641407407,0.014347481729969157,-0.0002519872605372459,-0.06831054584147381,-0.01073828086125139,0.040198744956185896,0.023290332291910257,-0.018524513702180577,0.019989053620966438,0.020337563932727346,-0.011359137985797038,0.030915705771443563,-0.023572435572156852,-0.01929814395633912,-0.012593478370052638,-0.010974776637132339,-0.0025549091106148183,0.0030291941106888676,-0.000490079389508007,0.016750436735528552,0.022669191099400784,0.014556535625785341,0.036044443368475114,0.03491575621563368,0.024628916528426213,0.007396659654441884,0.012641300024521566,-0.011155282812590548,1.29,1.4000000000000004,6.9,7.83
1,-0.08271212687175221,-0.031350538411059205,-0.02046647050614503,-0.11320446980944791,-0.08398156447761713,-0.0263055097602834,-0.0347762608121089,-0.05173429802384867,-0.027295839866789188,0.021282494692825078,0.0047484568463288706,0.008107065127605822,0.11944766326097225,0.13833992780483037,0.13596521212623117,0.10193641520241886,-0.07976422866196002,-0.09269609565577805,-0.002204481428959514,-0.05100960351557388,-0.1377386758929411,-0.09983386328209397,-0.012674084811640377,0.005106312692461688,-0.028492540073876325,-0.07874116738926779,0.01603211514695432,0.06112792598777839,0.07613049248349325,0.068245749390791,0.14235293847530697,0.1561590500131446,0.9000000000000004,1.6900000000000004,7.28,8.47
2,0.0606888730362055,0.08112388165815484,0.059805196904776745,0.023111429183744613,-0.0080487912531267,0.045062598029938075,0.006846952299164523,0.019250444399998238,-0.03218578031776186,-0.00782651078931202,-0.06361641351156357,-0.09089747227612585,-0.0671898204383299,-0.08543866895923544,-0.11516909243211933,-0.040917430809212375,0.080174949321627,0.08005882354629558,0.1438137698438194,0.12819646702232865,0.012016457520163459,0.012642481768980718,0.1195023864310779,0.02125067100435949,0.011286445162943326,-0.007979511434500684,-0.034721077699877256,-0.01630197522046213,-0.07531156141895648,-0.02758804939667462,-0.10804022649588621,-0.12359944468043396,0.41999999999999993,1.46,9.0,7.08
3,-0.027772601671089477,-0.011901683924195456,0.017438748078502618,-0.027302517729609267,0.04952092850629602,0.037494676522682194,0.014993724558994816,0.0035864015734871158,0.044773962989676945,0.024976924621178946,0.09172455615710187,0.08911881402771568,0.04394238560170747,0.037101147374060756,0.0019155407957593194,-0.004174513902173061,-0.03936703419500839,0.052232210112339,0.03629363542304775,-0.006357868641787915,-0.0840120581524463,-0.02880323922465606,-0.0163841261017376,-0.003611308320949179,-0.01290091356238998,-0.062985571790875,-0.06685940960567652,-0.021336219854960058,0.0002580183067451492,-0.09510204116144824,-0.014530061486185738,-0.021970505324107253,4.94,6.01,6.12,8.06
4,-0.06253660164932238,-0.07294912711507652,-0.071271092377868,-0.051193149092525723,-0.028972113406964227,-0.05343271238508998,-0.040939208189229435,0.013520377811488597,0.015259618091199061,-0.038655558348000135,0.028705599073943506,0.053295590762167215,0.013365900624924149,0.036244844637545244,0.05142824512324091,0.006793866063629893,-0.028607294762766404,-0.01845966025439405,-0.04890914094110448,-0.030597537750786323,0.027457960296543082,0.0329844730517667,-0.027432921711306558,-0.037004370082665,0.013361497957359404,0.0404179171640695,0.048018276798093576,-0.013598375681749,0.043253233137305794,0.06410188379425565,0.06294735780100064,0.07340222156031533,6.96,3.92,7.19,6.05
5,-0.014284233254884615,0.02182263405889976,0.041212590979849945,0.03357527763959115,-0.00548322582745984,-0.01841422842109549,0.0808035554658362,0.0673481393450111,0.06176386617430091,0.02716187306546144,-0.018430899698544105,0.0042581888693026025,0.020913557814816255,0.00010384421825277365,0.008401632631821962,0.010489097649049452,0.027453073634554518,-0.0316830710364909,0.0011927017612542955,0.044394952584296044,0.017308778509346836,-0.01987548783994063,0.025232557938938607,0.0014944515360088638,-0.020561447343785292,-0.09343734898229301,-0.04078376772023925,0.0005744550957066266,-0.07643107759153393,-0.0754308573890605,-0.054494814535044726,-0.02619476933192721,8.27,3.92,7.0,8.03
6,-0.04809245110584037,-0.1408622743563338,-0.17920189424934976,-0.2122705551821656,0.10258340073321699,0.15979291613200147,-0.2356482407701999,-0.3296083688373505,-0.1744932914173007,-0.043457439474523366,0.21904573568739308,0.03537876212963689,-0.0839814567631777,-0.06122066597954525,0.0161290554825862,-0.028687218439908943,-0.13576540829333275,0.2476725662329141,-0.05658801125928604,-0.140998086469022,-0.018346787728603015,0.13261564039925408,-0.05598370108330662,0.05783565893784281,0.2009140516693239,0.2073788128609013,0.013579950015821613,0.004979632721795131,0.3344295525148389,-0.06561044973800273,0.2056852714439048,0.07279529418581752,7.44,3.73,7.08,7.04
7,-0.048061468120882314,-0.06558932921374977,-0.06389580867605274,-0.036785362577841756,-0.049668762373786556,-0.06925746509476209,-0.04404598672386991,-0.026144979954126117,-0.03943599213879957,-0.009208928931330072,0.008238948308439875,-0.01757512058884348,0.040076288427991345,0.026632430248533817,0.06750988418138135,0.055065439017472906,-0.02588415420267518,-0.048988574767762,-0.07689829926479866,-0.04557039248922446,0.028076277522385465,0.01686455107166067,-0.05067086411223467,-0.028386454005984225,0.04811137590102015,0.05309912305048396,0.057932248238288686,0.04879895635843658,0.08346329258594876,0.08041369861947367,0.07727424714567321,0.05451118255953297,7.32,2.55,6.32,5.87
8,-0.05061547254113947,-0.04848842873987892,-0.03042839699752444,-0.03135161219007019,0.0017203035445750021,-0.0052935630609969924,-0.010970995346427358,-0.011271877947063033,0.035147481504130045,0.034739406831378654,0.03780773824812579,0.0060384400204343365,0.024172977840740864,0.03192362559869945,0.04003805951357091,0.02198189344537956,-0.04544599951047719,-0.039120034242606024,-0.044450801091813805,-0.06389481600439809,-0.019782672153725117,-0.007689955076213336,-0.028586828926445464,0.0010837658747666836,0.011041970242553566,0.015941147167267397,0.020144230336307373,0.02104420034971673,0.0364183224097925,0.017251018678710782,0.03755751775139019,0.04333935447123953,4.04,3.29,3.62,5.99
9,-0.05877966022493917,-0.04547078807605755,-0.027306872102172444,-0.06581899302592328,-0.010798812334281567,0.0009499623031852106,0.02910151157227139,-0.06787396269333434,-0.008480338678938534,0.048840662309738866,0.005652999343609205,-0.048295685010111174,-0.0700994469714039,-0.06826546267045644,-0.017659287195570465,0.06946003593452661,-0.06972619001984164,-0.04724346035920153,-0.04625876040475086,-0.04255096735000433,-0.04934865446917001,-0.020319765029935953,-0.009863744494387702,0.053203536490768484,0.03114809132754625,0.024634608320368644,0.07107329122064027,0.06343047995768553,0.11678919268060967,0.07515304943334519,0.11706484342845046,0.06765858678773479,1.99,4.86,2.04,7.09
10,0.02674350716363392,0.03266350659628156,0.03330230071087168,0.057712315950029645,-0.001295536985177393,-0.020843246331871387,-0.0005120206637573723,0.027824709118125374,0.0005259713899338148,0.0019079682757867293,-0.031058145311944414,-0.002334594536061919,-0.007314344558161587,0.006635048735709996,-0.007198389416974091,-0.007014179039192948,-0.0017326757357074842,-0.024825899382267095,-0.024381909973309367,0.006055641476660841,-0.011277653172865493,-0.016112119064505787,-0.0004774635549730347,0.0003727143639924455,-0.012503812493976611,-0.024643427899997874,-0.0025600981776523557,0.013585610416283447,-0.015947888950606587,-0.001466234561849891,0.0034496931651088964,0.0027206524484344333,2.99,2.36,3.63,6.24
